,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,source,Enrichment_Term,score,significance_str,immune_related
117,prerank,KEGG_2021_Human__Apelin signaling pathway,-0.35681269966199664,-1.2992819707507763,0.08849557522123894,0.24066064113943303,1.0,12/62,12.15%,APLNR;GNG5;CALM2;CALM1;APLN;CCND1;GNAQ;GNAI1;MAPK3;GNG12;GNB2;PRKCE,KEGG_2021_Human,Apelin signaling pathway,0.618594930637506,ns,False
122,prerank,KEGG_2021_Human__Inflammatory mediator regulation of TRP channels,-0.42481935418856975,-1.2858983784176818,0.15357766143106458,0.25696472579281726,1.0,11/25,27.98%,CALM2;CALM1;GNAQ;GNAS;PRKCE;ITPR3;PLCG1;CAMK2G;PRKACA;MAPK14;PRKCH,KEGG_2021_Human,Inflammatory mediator regulation of TRP channels,0.5901264892949744,ns,True
126,prerank,KEGG_2021_Human__Protein export,-0.4521126715235407,-1.2724503880487417,0.18047882136279927,0.2741251512049677,1.0,6/19,14.19%,SEC61G;SEC62;SPCS1;SRP14;SEC61B;SPCS2,KEGG_2021_Human,Protein export,0.5620511157614247,ns,False
128,prerank,KEGG_2021_Human__GnRH secretion,-0.4678960923419915,-1.2693978204298848,0.17736486486486486,0.2746690335404348,1.0,7/17,19.62%,GNAQ;GNA11;MAPK3;ITPR3;MAPK1;ARRB2;ARRB1,KEGG_2021_Human,GnRH secretion,0.5611903006106973,ns,False
129,prerank,KEGG_2021_Human__Cocaine addiction,-0.4626380255481847,-1.2671303750866,0.15630550621669628,0.2738458877446858,1.0,10/17,33.62%,MAOA;GNAI1;GNAS;ATF4;CREB1;PRKACA;FOSB;CDK5;JUN;ATF2,KEGG_2021_Human,Cocaine addiction,0.5624937763462985,ns,False
131,prerank,KEGG_2021_Human__Relaxin signaling pathway,-0.3426861107870579,-1.2356420616240735,0.14690265486725665,0.3233040955599744,1.0,22/58,25.78%,GNG5;COL4A2;COL4A1;MMP2;GNAI1;MAPK3;GNG12;GNAS;ATF4;TGFBR2;GNB2;FOS;EDNRB;MAPK1;ARRB2;ARRB1;CREB1;TGFB1;GRB2;HRAS;PRKACA;MAPK14,KEGG_2021_Human,Relaxin signaling pathway,0.49038879378673916,ns,False
132,prerank,KEGG_2021_Human__Parkinson disease,-0.2856126911359236,-1.2344885725860926,0.06776556776556776,0.3202176023735411,1.0,51/175,17.42%,NDUFA4;RPS27A;NDUFS5;CALM2;CALM1;NDUFA13;TXN;MAOA;ATP5F1E;NDUFA3;ND4;CYTB;COX1;NDUFA2;NDUFC2-KCTD14;ATP5F1D;NDUFA1;NDUFB10;PARK7;UBA52;GNAI1;ND1;NDUFB5;NDUFB4;NDUFB8;SLC25A4;ATP5MC2;ATP5F1C;NDUFA7;NDUFS7;GNAS;ATF4;NDUFS8;TUBB2A;NDUFB1;NDUFB3;NFE2L2;NDUFB11;NDUFB2;NDUFC1;NDUFA8;NDUFA12;ND5;ATP5PB;ITPR3;PSMB5;LRRK2;COX2;NDUFB7;SDHD;KIF5B,KEGG_2021_Human,Parkinson disease,0.49455479857667817,ns,False
135,prerank,KEGG_2021_Human__Leukocyte transendothelial migration,-0.33776358731213674,-1.221806341315552,0.1549053356282272,0.339309572400085,1.0,14/56,10.75%,CDH5;CXCL12;RAC1;F11R;RAP1A;MMP2;ESAM;AFDN;CXCR4;GNAI1;ROCK1;PECAM1;VCL;JAM2,KEGG_2021_Human,Leukocyte transendothelial migration,0.4694038881241303,ns,False
138,prerank,KEGG_2021_Human__Sphingolipid metabolism,-0.42132322579110026,-1.2204985450559769,0.1733800350262697,0.33642991838708963,1.0,11/21,30.45%,B4GALT6;PLPP3;ASAH1;PLPP1;UGCG;SPHK2;ACER2;GLA;CERK;KDSR;ARSA,KEGG_2021_Human,Sphingolipid metabolism,0.4731053897687196,ns,False
139,prerank,KEGG_2021_Human__Prion disease,-0.28177091054309816,-1.2199539370479362,0.10477941176470588,0.3323401593093941,1.0,54/173,20.48%,NDUFA4;NDUFS5;NDUFA13;CAV1;ATP5F1E;NDUFA3;RAC1;ND4;CYTB;COX1;NDUFA2;NDUFC2-KCTD14;ATP5F1D;NDUFA1;NDUFB10;HSPA8;ND1;NDUFB5;MAPK3;NDUFB4;NDUFB8;SLC25A4;ATP5MC2;ATP5F1C;NDUFA7;NDUFS7;ATF4;NDUFS8;TUBB2A;NDUFB1;NDUFB3;NOTCH1;NDUFB11;NDUFB2;NDUFC1;NDUFA8;GSK3B;NDUFA12;ND5;PPP3CA;ATP5PB;ITPR3;PSMB5;SOD1;COX2;NDUFB7;SDHD;KIF5B;NDUFA11;ND6;MAPK1;PSMD1;PPP3R1;CYBA,KEGG_2021_Human,Prion disease,0.4784171762877681,ns,False
140,prerank,KEGG_2021_Human__Citrate cycle (TCA cycle),-0.4147869105551195,-1.2198600117280118,0.18848167539267016,0.32759079105988936,1.0,12/23,38.67%,IDH2;OGDH;MDH1;SDHD;SUCLG1;SDHB;SUCLG2;ACLY;SDHA;IDH3G;MDH2;IDH1,KEGG_2021_Human,Citrate cycle (TCA cycle),0.48466831523911413,ns,False
145,prerank,KEGG_2021_Human__Huntington disease,-0.27486399677301343,-1.2083190919791122,0.09236234458259325,0.34283505321421504,1.0,52/190,18.64%,NDUFA4;NDUFS5;NDUFA13;ATP5F1E;NDUFA3;ND4;CYTB;COX1;NDUFA2;NDUFC2-KCTD14;POLR2L;ATP5F1D;GNAQ;NDUFA1;NDUFB10;POLR2K;ND1;NDUFB5;NDUFB4;NDUFB8;SLC25A4;ATP5MC2;ATP5F1C;NDUFA7;NDUFS7;CLTC;GPX1;POLR2F;NDUFS8;TUBB2A;NDUFB1;NDUFB3;NDUFB11;NDUFB2;RCOR1;NDUFC1;NDUFA8;NDUFA12;POLR2J3;ND5;ATP5PB;PSMB5;AP2A2;AP2M1;SOD1;COX2;NDUFB7;SDHD;KIF5B;EP300;NDUFA11;ND6,KEGG_2021_Human,Huntington disease,0.4649147799833205,ns,False
147,prerank,KEGG_2021_Human__PI3K-Akt signaling pathway,-0.2905650164339698,-1.204334072928311,0.125,0.34520375605329234,1.0,36/131,16.46%,KDR;HGF;GNG5;TEK;SGK1;COL4A2;HSP90AB1;IFNAR2;RAC1;ITGA1;COL4A1;CCND1;HSP90AA1;KITLG;YWHAE;MAPK3;PDGFB;GNG12;TSC2;CDK6;YWHAQ;YWHAB;ATF4;NR4A1;PPP2R5E;FLT1;IGF1R;GNB2;PTEN;ITGA2;GSK3B;ITGB5;JAK1;RXRA;KIT;FLT4,KEGG_2021_Human,PI3K-Akt signaling pathway,0.461924487509713,ns,False
148,prerank,KEGG_2021_Human__cAMP signaling pathway,-0.3208068531786052,-1.193349364901425,0.1931407942238267,0.3600933831710275,1.0,25/65,26.35%,CALM2;CALM1;ADRB1;ATP2B4;RAC1;RAP1A;AFDN;GNAI1;ROCK1;ATP2B1;MAPK3;PPP1R12A;GNAS;NPY;FOS;NPR1;EP300;RHOA;MAPK1;ARAP3;CREB1;ATP1A1;CAMK2G;PRKACA;BAD,KEGG_2021_Human,cAMP signaling pathway,0.4435848588528536,ns,False
149,prerank,KEGG_2021_Human__Vasopressin-regulated water reabsorption,-0.3808948250058008,-1.1846436828649602,0.22122302158273383,0.3715193037137228,1.0,11/27,29.10%,DYNLL1;GNAS;DYNC1I2;ARHGDIB;RAB11A;DYNC1LI2;VAMP2;CREB1;PRKACA;RAB11B;RAB5B,KEGG_2021_Human,Vasopressin-regulated water reabsorption,0.43001861587770496,ns,False
150,prerank,KEGG_2021_Human__GABAergic synapse,-0.41237516363064436,-1.182627071091788,0.24113475177304963,0.37020418106028724,1.0,5/21,12.37%,GNG5;GNAI1;GNG12;GNB2;TRAK2,KEGG_2021_Human,GABAergic synapse,0.4315586806637268,ns,False
151,prerank,KEGG_2021_Human__Gap junction,-0.36255778658173565,-1.1806047185690662,0.23793103448275862,0.3689364771472298,1.0,9/34,10.45%,TJP1;ADRB1;GNAQ;GNAI1;GNA11;MAPK3;PDGFB;GNAS;TUBB2A,KEGG_2021_Human,Gap junction,0.43304840348671625,ns,False
152,prerank,KEGG_2021_Human__Regulation of actin cytoskeleton,-0.2943300973541953,-1.1797086571227204,0.16220735785953178,0.36565843092351663,1.0,29/95,21.48%,TMSB4Y;ARHGEF12;CXCL12;RDX;WASF2;RAC1;ITGA1;CXCR4;ROCK1;MAPK3;PDGFB;GNG12;PPP1R12A;VCL;ARPC2;ITGA2;ITGB5;ACTN4;ARHGEF7;IQGAP1;BRK1;ITGB1;WASL;RHOA;PIP4K2A;MAPK1;PAK4;APC;DOCK1,KEGG_2021_Human,Regulation of actin cytoskeleton,0.43692440867116,ns,False
153,prerank,"KEGG_2021_Human__Parathyroid hormone synthesis, secretion and action",-0.32753336808395866,-1.1785485896975643,0.2136602451838879,0.36318827897441025,1.0,27/50,33.62%,MMP15;GATA3;GNAQ;GNAI1;GNA11;MAPK3;GNAS;ATF4;FOS;ITPR3;RXRA;RHOA;MAPK1;ARRB2;ARRB1;GNA12;CREB1;PRKACA;MAFB;MEF2C;LRP5;LRP6;MEF2A;BCL2;SP1;PLD2;ATF2,KEGG_2021_Human,"Parathyroid hormone synthesis, secretion and action",0.43986817573155496,ns,False
156,prerank,KEGG_2021_Human__Pancreatic secretion,-0.38610292251098427,-1.1658135068057545,0.25220458553791886,0.3823647069118548,1.0,9/24,18.49%,ATP2B4;RAC1;RAP1A;GNAQ;ATP2B1;GNAS;ITPR3;RAB11A;RHOA,KEGG_2021_Human,Pancreatic secretion,0.4175222008645411,ns,False
162,prerank,KEGG_2021_Human__Chemical carcinogenesis,-0.30021467934143975,-1.1399818473746437,0.23022847100175747,0.42755900232179406,1.0,27/75,26.35%,CYP1A1;AHR;ADRB1;HSP90AB1;CCND1;MGST3;HSP90AA1;GNAI1;KLF4;PGR;MAPK3;GNAS;ATF4;GSTK1;FOS;GSTM3;RXRA;MAPK1;ARRB2;ARRB1;CREB1;GRB2;PTGES3;KPNB1;HRAS;PRKACA;BAD,KEGG_2021_Human,Chemical carcinogenesis,0.3690039449951408,ns,False
163,prerank,KEGG_2021_Human__VEGF signaling pathway,-0.3585227282787669,-1.1237413617074903,0.29772329246935203,0.456524080472426,1.0,11/30,26.35%,KDR;RAC1;MAPK3;PPP3CA;MAPK1;PPP3R1;PLCG1;SPHK2;HRAS;MAPK14;BAD,KEGG_2021_Human,VEGF signaling pathway,0.34053630960728437,ns,False
165,prerank,KEGG_2021_Human__Choline metabolism in cancer,-0.3276129029013945,-1.1217145362971648,0.2885304659498208,0.4549966160013685,1.0,16/44,25.60%,DGKZ;WASF2;RAC1;MAPK3;PDGFB;TSC2;SLC44A2;DGKE;FOS;PLPP3;GPCPD1;PLPP1;MAPK1;PLCG1;GRB2;HRAS,KEGG_2021_Human,Choline metabolism in cancer,0.3419918333591461,ns,False
166,prerank,KEGG_2021_Human__Inositol phosphate metabolism,-0.36495786141772985,-1.1201196904050703,0.3076923076923077,0.4524681847161627,1.0,8/27,21.53%,INPP5A;ITPKB;PTEN;PIK3C2A;IMPA1;CDIPT;PIP4K2A;PLCG1,KEGG_2021_Human,Inositol phosphate metabolism,0.3444119527857997,ns,False
167,prerank,KEGG_2021_Human__Endocytosis,-0.26333406685862515,-1.1198846262364834,0.21869488536155202,0.44733374046772306,1.0,66/143,38.40%,ARAP2;CAV1;SNX3;CXCR4;HSPA8;ARF1;CLTC;ARPC2;GRK5;TGFBR2;IGF1R;VPS36;CHMP2A;EHD3;NEDD4;VPS4B;EHD4;AP2A2;AP2M1;LDLRAP1;RAB11A;CAPZA1;WASL;KIF5B;RHOA;CHMP4B;ARRB2;ARRB1;RAB22A;EHD2;ASAP2;WASHC4;ARAP3;CHMP2B;EPN2;WASHC3;AP2S1;HRAS;GRK2;AP2B1;ZFYVE9;SH3GL1;ZFYVE16;RAB11B;RAB5B;EPS15;PIP5K1C;ARAP1;CAPZB;SNX2;PLD2;GBF1;CDC42;VPS25;USP8;ARPC3;CYTH3;IQSEC2;ARF5;IQSEC1;CAPZA2;SH3GLB2;RUFY1;CLTA;WASHC1;ARFGAP3,KEGG_2021_Human,Endocytosis,0.3493683436196138,ns,False
168,prerank,KEGG_2021_Human__Malaria,-0.41556711327781565,-1.1180808660804675,0.31022530329289427,0.44573092218739874,1.0,4/16,6.97%,HGF;CD36;CD81;PECAM1,KEGG_2021_Human,Malaria,0.35092723607419885,ns,False
169,prerank,KEGG_2021_Human__Wnt signaling pathway,-0.3037980059768222,-1.1129397579267801,0.2888086642599278,0.45083733983350044,1.0,26/61,30.67%,PRICKLE1;RAC1;DAAM1;CCND1;FZD6;RBX1;CTNNBIP1;GSK3B;CSNK1A1L;PRICKLE2;PPP3CA;EP300;SOX17;AXIN2;RHOA;PPP3R1;APC;BAMBI;CSNK2A1;CAMK2G;PRKACA;CTNNB1;NFATC3;LRP5;TCF7;LRP6,KEGG_2021_Human,Wnt signaling pathway,0.34598012143676826,ns,False
170,prerank,KEGG_2021_Human__Alzheimer disease,-0.2500409806137467,-1.1093847279187952,0.21908127208480566,0.45304120360531547,1.0,60/211,20.95%,NDUFA4;NDUFS5;CALM2;CALM1;NDUFA13;ATP5F1E;NDUFA3;ND4;CYTB;COX1;NDUFA2;NDUFC2-KCTD14;ATP5F1D;GNAQ;NDUFA1;NDUFB10;ND1;NDUFB5;PSENEN;MAPK3;NDUFB4;NDUFB8;FZD6;SLC25A4;ATP5MC2;ATP5F1C;NDUFA7;NDUFS7;ATF4;NDUFS8;TUBB2A;NDUFB1;NDUFB3;NDUFB11;NDUFB2;NDUFC1;LPL;NDUFA8;GSK3B;NDUFA12;CSNK1A1L;ND5;PPP3CA;ATP5PB;ITPR3;PSMB5;ADAM10;COX2;NDUFB7;SDHD;KIF5B;AXIN2;NDUFA11;ND6;MAPK1;CAPN2;PSMD1;PPP3R1;APOE;APC,KEGG_2021_Human,Alzheimer disease,0.3438622975795395,ns,False
173,prerank,MSigDB_Hallmark_2020__Adipogenesis,-0.26104948677451845,-1.0910380653131213,0.2670250896057348,0.48761479864782287,1.0,46/130,27.35%,LTC4S;CAVIN2;CAVIN1;CD36;APLP2;SPARCL1;COL15A1;LIFR;COL4A1;MGST3;SCARB1;SORBS1;TALDO1;SCP2;MTARC2;MGLL;CD151;GPD2;MAP4K3;LPL;UBQLN1;CMPK1;CCNG2;QDPR;ETFB;SOD1;NDUFB7;PDCD4;APOE;HSPB8;RREB1;ACADM;SAMM50;ECH1;NDUFA5;G3BP2;ECHS1;YWHAG;MRPL15;RIOK3;NDUFAB1;GPX4;AGPAT3;SUCLG1;DNAJC15;SDHB,MSigDB_Hallmark_2020,Adipogenesis,0.31192312242699066,ns,False
175,prerank,KEGG_2021_Human__Platelet activation,-0.30336831713239054,-1.0836419131457147,0.3373083475298126,0.4982813176385492,1.0,21/56,25.78%,ARHGEF12;VAMP8;RAP1A;GNAQ;GNAI1;ROCK1;MAPK3;PPP1R12A;GNAS;P2RY1;TBXA2R;ITGA2;ITPR3;ITGB1;TBXAS1;RHOA;MAPK1;SNAP23;VWF;PRKACA;MAPK14,KEGG_2021_Human,Platelet activation,0.30252539578818455,ns,False
176,prerank,MSigDB_Hallmark_2020__TGF-beta Signaling,-0.31438495822981355,-1.0812482965636587,0.34797891036906853,0.4980196543059587,1.0,10/42,15.44%,TJP1;BMPR2;ID3;WWTR1;SMAD6;HIPK2;UBE2D3;SPTBN1;KLF10;ID2,MSigDB_Hallmark_2020,TGF-beta Signaling,0.3027535175049616,ns,True
177,prerank,MSigDB_Hallmark_2020__Notch Signaling,-0.3958401341696623,-1.079301357016987,0.3464163822525597,0.4968098060853052,1.0,7/17,19.62%,LFNG;CCND1;PSENEN;NOTCH1;RBX1;HES1;ARRB1,MSigDB_Hallmark_2020,Notch Signaling,0.30380984059575317,ns,False
180,prerank,KEGG_2021_Human__MicroRNAs in cancer,-0.2804397385058759,-1.0742628703416248,0.3185689948892675,0.5022403645712258,1.0,27/79,21.53%,STMN1;BMPR2;VIM;MARCKS;FOXP1;SOX4;RDX;SPRY2;CCND1;ROCK1;MAPK3;PDGFB;CDK6;NOTCH1;PRKCE;PTEN;ZEB1;CCNG1;ATM;EP300;RHOA;PDCD4;MAPK1;PAK4;APC;HDAC5;PLCG1,KEGG_2021_Human,MicroRNAs in cancer,0.299088386393925,ns,False
182,prerank,MSigDB_Hallmark_2020__Protein Secretion,-0.27965086465785527,-1.0695180400920319,0.33217391304347826,0.5070791610932623,1.0,40/70,41.78%,RAB2A;ARF1;KIF1B;VAMP3;GNAS;CLTC;VPS4B;AP2M1;SOD1;ADAM10;LMAN1;MAPK1;DST;RAB22A;SNAP23;COPB1;ATP1A1;AP2S1;AP2B1;ATP7A;ERGIC3;GLA;RPS6KA3;CLN5;PPT1;VAMP7;SNX2;GBF1;SCAMP1;GOLGA4;STX16;AP1G1;CLTA;ARFGAP3;RER1;PAM;AP3B1;MON2;COG2;CLCN3,MSigDB_Hallmark_2020,Protein Secretion,0.2949242368356139,ns,False
183,prerank,KEGG_2021_Human__Hedgehog signaling pathway,-0.37515589561037693,-1.0665985894846768,0.39317773788150806,0.5076641321500246,1.0,12/21,35.62%,CCND1;GSK3B;CSNK1A1L;ARRB2;ARRB1;PRKACA;GRK2;CUL3;MOSMO;CSNK1G2;BCL2;SPOPL,KEGG_2021_Human,Hedgehog signaling pathway,0.2944235195963703,ns,False
186,prerank,KEGG_2021_Human__Renal cell carcinoma,-0.3109267329265854,-1.060909307593439,0.351493848857645,0.5144532347667378,1.0,17/44,26.35%,HGF;RAC1;EPAS1;RAP1A;ETS1;MAPK3;PDGFB;RBX1;ELOB;EP300;MAPK1;PAK4;ELOC;TGFB1;GRB2;HRAS;BAD,KEGG_2021_Human,Renal cell carcinoma,0.2886540976864564,ns,False
188,prerank,KEGG_2021_Human__Bacterial invasion of epithelial cells,-0.29846873937280416,-1.0577401386336767,0.3415929203539823,0.5156167562511182,1.0,11/44,21.48%,CAV1;WASF2;RAC1;CLTC;VCL;ARPC2;ELMO1;ITGB1;WASL;RHOA;DOCK1,KEGG_2021_Human,Bacterial invasion of epithelial cells,0.28767297760809885,ns,False
189,prerank,MSigDB_Hallmark_2020__Apical Junction,-0.27296217249810106,-1.0576263553582965,0.3568965517241379,0.5103348803658618,1.0,30/81,25.78%,TJP1;CD34;PCDH1;EPB41L2;SDC3;MMP2;GNAI1;SIRPA;PECAM1;MAP4K2;VCL;ARPC2;NECTIN3;RSU1;PTEN;ITGA2;NF1;ICAM2;ACTN4;LDLRAP1;ITGB1;WASL;JUP;PLCG1;SKAP2;PKD1;RASA1;VWF;HRAS;MAPK14,MSigDB_Hallmark_2020,Apical Junction,0.2921447474962438,ns,False
190,prerank,KEGG_2021_Human__Viral myocarditis,-0.38044854821939567,-1.0520810619786456,0.3924268502581756,0.5168027202380209,1.0,5/18,7.96%,CAV1;RAC1;CCND1;EIF4G2;EIF4G3,KEGG_2021_Human,Viral myocarditis,0.2866752090585359,ns,False
192,prerank,KEGG_2021_Human__Fc gamma R-mediated phagocytosis,-0.3016008756417043,-1.038746378397393,0.4063047285464098,0.5411478061622059,1.0,14/45,22.22%,MARCKS;WASF2;RAC1;MAPK3;ARPC2;PRKCE;MYO10;PLPP3;PLPP1;MAPK1;DOCK1;PLCG1;ASAP2;SPHK2,KEGG_2021_Human,Fc gamma R-mediated phagocytosis,0.26668409786312663,ns,False
194,prerank,KEGG_2021_Human__Gastric acid secretion,-0.35714825475173456,-1.031899768185125,0.425531914893617,0.5507470305713605,1.0,5/22,8.90%,CALM2;CALM1;GNAQ;GNAI1;GNAS,KEGG_2021_Human,Gastric acid secretion,0.2590478357295308,ns,False
204,prerank,MSigDB_Hallmark_2020__Bile Acid Metabolism,-0.3086483716878617,-0.9981642371037192,0.44932432432432434,0.6223129345246281,1.0,9/35,15.94%,HSD3B7;HSD17B11;IDH2;SCP2;GSTK1;SLC29A1;NEDD4;RXRA;SOD1,MSigDB_Hallmark_2020,Bile Acid Metabolism,0.205991172285184,ns,False
206,prerank,KEGG_2021_Human__Nucleotide excision repair,-0.3329601582215722,-0.992485942217292,0.46206896551724136,0.6291181791538072,1.0,10/23,30.57%,CETN2;GTF2H5;RBX1;PCNA;XPC;RAD23B;POLD4;RFC1;DDB1;RPA3,KEGG_2021_Human,Nucleotide excision repair,0.20126776515339212,ns,False
207,prerank,MSigDB_Hallmark_2020__Pperoxisome,-0.2831862532213442,-0.9897534833281736,0.46619217081850534,0.6293196279674472,1.0,18/52,25.61%,SEMA3C;CADM1;HSD3B7;HSD17B11;IDH2;SLC25A4;SCP2;GSTK1;SCGB1A1;VPS4B;PRDX1;SOD1;ACSL4;TSPO;ECH1;FIS1;HRAS;FDPS,MSigDB_Hallmark_2020,Pperoxisome,0.201128722749545,ns,False
208,prerank,KEGG_2021_Human__ECM-receptor interaction,-0.34147953447000107,-0.9886045771289013,0.47237076648841353,0.6259777928588554,1.0,7/22,17.36%,CD36;COL4A2;ITGA1;COL4A1;ITGA2;ITGB5;ITGB1,KEGG_2021_Human,ECM-receptor interaction,0.20344107351469595,ns,False
211,prerank,KEGG_2021_Human__Focal adhesion,-0.2452601329697423,-0.9804946860145695,0.4856115107913669,0.6390345307175163,1.0,28/97,20.28%,KDR;HGF;CAV1;COL4A2;RAC1;RAP1A;ITGA1;COL4A1;CCND1;ROCK1;MAPK3;PDGFB;PPP1R12A;VCL;FLT1;IGF1R;PTEN;ITGA2;GSK3B;ITGB5;ACTN4;FLT4;ITGB1;RHOA;MAPK1;CAPN2;ARHGAP5;PAK4,KEGG_2021_Human,Focal adhesion,0.1944756737744754,ns,False
213,prerank,KEGG_2021_Human__SNARE interactions in vesicular transport,-0.32985112749845324,-0.9802592930706028,0.5017421602787456,0.6332742221740519,1.0,11/23,40.05%,VAMP8;VAMP3;USE1;VAMP5;VAMP2;SNAP23;STX8;VAMP7;STX16;STX6;STX17,KEGG_2021_Human,SNARE interactions in vesicular transport,0.19840818984322403,ns,False
216,prerank,MSigDB_Hallmark_2020__Fatty Acid Metabolism,-0.24961846950913286,-0.9694996024501773,0.5162393162393163,0.6517170613005562,1.0,15/85,12.66%,LTC4S;CYP1A1;CD36;FMO1;MAOA;MIF;HSD17B11;HSP90AA1;CA4;NTHL1;MGLL;OSTC;GPD2;BPHL;SERINC1,MSigDB_Hallmark_2020,Fatty Acid Metabolism,0.18594090946059746,ns,False
225,prerank,KEGG_2021_Human__Sphingolipid signaling pathway,-0.2532298204384298,-0.9351769237901784,0.5660377358490566,0.726433562936757,1.0,18/65,25.78%,CTSD;RAC1;GNAQ;GNAI1;ROCK1;MAPK3;S1PR4;PPP2R5E;PRKCE;PTEN;ASAH1;RHOA;MAPK1;SPHK2;GNA12;ACER2;HRAS;MAPK14,KEGG_2021_Human,Sphingolipid signaling pathway,0.13880409859834583,ns,False
227,prerank,MSigDB_Hallmark_2020__Hedgehog Signaling,-0.3438427930708453,-0.9317306803212632,0.568904593639576,0.7273054434715869,1.0,5/16,13.51%,NRP1;DPYSL2;ETS2;CDK6;NF1,MSigDB_Hallmark_2020,Hedgehog Signaling,0.13828316196682275,ns,False
233,prerank,KEGG_2021_Human__Glucagon signaling pathway,-0.27214961305574487,-0.9135022056387547,0.5934065934065934,0.7638768275401667,1.0,14/39,25.67%,CALM2;CALM1;GNAQ;GNAS;ATF4;LDHB;PPP3CA;ITPR3;EP300;PPP3R1;FOXO1;CREB1;CAMK2G;PRKACA,KEGG_2021_Human,Glucagon signaling pathway,0.11697666424130646,ns,False
234,prerank,KEGG_2021_Human__Hematopoietic cell lineage,-0.29521861594355503,-0.9066887654275007,0.5919439579684763,0.7726529080553808,1.0,7/25,15.74%,CD36;CD34;ITGA1;KITLG;CD9;ITGA2;KIT,KEGG_2021_Human,Hematopoietic cell lineage,0.11201555649436398,ns,False
237,prerank,KEGG_2021_Human__Prostate cancer,-0.2613927337938579,-0.9005905635345309,0.6326530612244898,0.7794451509919962,1.0,19/46,26.35%,HSP90AB1;CCND1;HSP90AA1;MAPK3;PDGFB;ATF4;IGF1R;PTEN;GSK3B;ZEB1;EP300;MAPK1;FOXO1;CREB1;GRB2;CDKN1B;HRAS;CTNNB1;BAD,KEGG_2021_Human,Prostate cancer,0.10821444039767251,ns,True
238,prerank,KEGG_2021_Human__Phospholipase D signaling pathway,-0.24960067757535076,-0.8924796853398835,0.6596858638743456,0.7910187027728564,1.0,21/57,26.16%,RALA;DGKZ;KITLG;ARF1;MAPK3;PDGFB;TSC2;GNAS;DGKE;PLPP3;KIT;RHOA;PLPP1;MAPK1;PLCG1;SPHK2;GNA12;GRB2;AGPAT3;HRAS;AGPAT5,KEGG_2021_Human,Phospholipase D signaling pathway,0.10181324796247124,ns,False
243,prerank,KEGG_2021_Human__AGE-RAGE signaling pathway in diabetic complications,-0.24479883002508257,-0.8713101712537417,0.7021276595744681,0.8314575498329076,1.0,9/53,12.15%,THBD;COL4A2;RAC1;COL4A1;CCND1;MMP2;MAPK3;TGFBR2;PRKCE,KEGG_2021_Human,AGE-RAGE signaling pathway in diabetic complications,0.08015991883645107,ns,False
245,prerank,KEGG_2021_Human__Spliceosome,-0.21090933274493506,-0.8587253137646634,0.7867132867132867,0.8517421055592366,1.0,31/111,34.26%,SNRPE;HSPA8;SNRPD2;SNRPD3;FUS;HNRNPM;DDX46;THOC2;LSM6;SNRNP27;SRSF4;LSM3;SNRPC;SF3B2;SRSF3;U2AF2;SF3B1;SF3B5;PRPF18;LSM7;SRSF9;LSM2;PRPF8;PRPF19;SF3A1;CRNKL1;SYF2;SNU13;SNRNP200;SNRPF;AQR,KEGG_2021_Human,Spliceosome,0.06969188303504822,ns,False
246,prerank,KEGG_2021_Human__Glycosaminoglycan biosynthesis,-0.3046000239816904,-0.8540175853555324,0.6571428571428571,0.8544747112274979,1.0,9/18,36.64%,CHST12;FUT8;CHST7;NDST1;EXTL2;CSGALNACT1;B3GAT3;CSGALNACT2;DSE,KEGG_2021_Human,Glycosaminoglycan biosynthesis,0.06830078599985244,ns,False
247,prerank,MSigDB_Hallmark_2020__G2-M Checkpoint,-0.2178710663027946,-0.8523178101040773,0.7745454545454545,0.8507713174902805,1.0,30/90,28.15%,STMN1;MARCKS;HMGB3;CCND1;FOXN3;HSPA8;ATRX;PURA;EWSR1;XPO1;RAD21;KIF5B;CTCF;MEIS1;SS18;RAD23B;TGFB1;NUMA1;MTF2;KPNB1;SMC4;CBX1;CDKN1B;MAPK14;H2AZ2;CUL5;CUL3;SLC12A2;MEIS2;WRN,MSigDB_Hallmark_2020,G2-M Checkpoint,0.07018716012529704,ns,False
249,prerank,KEGG_2021_Human__Regulation of lipolysis in adipocytes,-0.2959476040909553,-0.8443316684710087,0.6672661870503597,0.8595298827777865,1.0,5/20,11.22%,ADRB1;GNAI1;GNAS;MGLL;NPY,KEGG_2021_Human,Regulation of lipolysis in adipocytes,0.06573901984965012,ns,False
250,prerank,MSigDB_Hallmark_2020__DNA Repair,-0.208346611456413,-0.8384021756809618,0.8107606679035251,0.8644753183144904,1.0,15/94,12.74%,RALA;GUK1;EDF1;ARL6IP1;POLR2K;CETN2;BCAM;GTF2H5;REV3L;POLR2F;SUPT4H1;DAD1;RBX1;NME3;AK3,MSigDB_Hallmark_2020,DNA Repair,0.06324740178027324,ns,False
251,prerank,KEGG_2021_Human__Neurotrophin signaling pathway,-0.2292669248451266,-0.836775982548613,0.7608695652173914,0.8603266674722927,1.0,17/59,26.35%,CALM2;CALM1;RAC1;RAP1A;YWHAE;MAPK3;ATF4;ARHGDIB;GSK3B;RHOA;MAPK1;PLCG1;GRB2;CAMK2G;HRAS;MAPK14;BAD,KEGG_2021_Human,Neurotrophin signaling pathway,0.06533661510165427,ns,False
