,,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Genes,members
Syrian hamster,3,Citrate cycle (TCA cycle),16/26,8.159335433399096e-07,5.935916527797842e-05,3.5267824066806894,SDHA;MDH2;FH;PDHB;ACO1;ACLY;SDHC;SUCLG2;SUCLA2;CS;IDH1;IDH3A;MDH1;SDHD;IDH3G;ACO2,16
Syrian hamster,3,Staphylococcus aureus infection,13/20,3.788514358570038e-06,0.0002204915356687762,3.725291816186179,C3;FPR2;FPR1;ITGAL;CFH;ITGB2;CFD;FCGR2B;CFB;SELPLG;FCGR1A;ITGAM;KRT10,13
Syrian hamster,3,Thermogenesis,45/133,5.482224860789571e-06,0.0002658879057482942,1.943749054774169,MAPK14;NDUFA10;ATP5F1C;SMARCA4;ATP5F1A;ATP5PB;ATP5F1E;KDM3B;ATP5F1B;PRKAG1;SMARCA2;NDUFC1;NDUFS2;ADCY7;SDHC;SMARCD2;NDUFAF3;NDUFS3;ATP5MG;ATP5PO;NDUFV3;ND1;ATP5MC2;NDUFA2;NDUFS8;PPARG;MAP3K5;NDUFA3;RPS6KA1;COX1;ACSL5;SDHA;ACTB;NDUFB9;NDUFB3;NDUFV2;CYTB;ACTL6A;SLC25A20;ND4;SDHD;SMARCE1;GRB2;RPS6;NDUFB1,45
Syrian hamster,3,Complement,39/127,0.00024556300573129664,0.0024556300573129663,1.7609300969458415,CTSD;CFH;GNGT2;CTSB;ME1;GNG2;PFN1;MSRB1;PLEK;LCP2;GNAI2;LTA4H;CPM;RNF4;CTSH;WAS;CFB;PRKCD;LCK;C3;CTSC;PPP4C;LRP1;ATOX1;CTSS;PIM1;DUSP6;DUSP5;LGALS3;PIK3CG;RHOG;FCER1G;PLA2G7;LIPA;ITGAM;FDX1;GRB2;LGMN;DOCK10,39
Syrian hamster,3,Myc Targets V1,51/181,0.0003277753884873353,0.002731461570727794,1.6155668501649607,KARS1;EIF2S1;RACK1;AP3S1;RPL22;LSM7;NHP2;RPS2;HNRNPC;FBL;PSMC6;RSL1D1;RAN;PRDX3;IMPDH2;RPS10;EIF3D;ACP1;SF3B3;ODC1;PHB2;PABPC1;TFDP1;SLC25A3;NCBP2;SSBP1;PGK1;PSMD8;HPRT1;RPL6;PSMB3;RPL34;SNRPB2;RPS5;DUT;SNRPG;EEF1B2;CCT4;RAD23B;RPL18;SET;CCT5;MRPS18B;UBE2E1;RPL14;PSMA4;MCM4;RNPS1;NAP1L1;RPS6;RPS3,51
Syrian hamster,3,Rheumatoid arthritis,19/44,7.666290049255283e-05,0.003186986291904696,2.4817823169520925,ATP6V1B2;ATP6V1F;ATP6V1C1;TCIRG1;TNFSF13B;CTSK;ATP6V1A;IL18;ITGAL;LTB;FOS;CCL3;IL1B;ITGB2;TNF;ATP6V0B;ATP6V0D1;ATP6V1D;CD80,19
Syrian hamster,3,Natural killer cell mediated cytotoxicity,24/64,0.0001407546159977526,0.005119949156918251,2.153386707332571,CD48;MAP2K1;NFATC2;PRKCB;SYK;LCP2;PTPN6;RAC2;PIK3CD;LAT;LCK;ITGAL;PTK2B;HCST;IFNGR2;ITGB2;TNF;FCER1G;PRKCA;SH2D1B;PPP3R1;CD244;GRB2;VAV1,24
Syrian hamster,3,Parkinson disease,30/89,0.0002098143296884531,0.005550542721758169,1.9339986451059614,NDUFA10;ATP5F1C;PPIF;ATP5F1A;ATP5PB;ATP5F1E;ATP5F1B;GNAI2;NDUFC1;NDUFS2;SDHC;NDUFS3;ATP5PO;VDAC2;NDUFV3;ND1;ATP5MC2;NDUFA2;UBA1;NDUFS8;NDUFA3;COX1;SDHA;NDUFB3;NDUFV2;CYTB;ND4;SDHD;NDUFB9;NDUFB1,30
Syrian hamster,3,Osteoclast differentiation,30/89,0.0002098143296884531,0.005550542721758169,1.9339986451059614,MAPK14;NFKB1;SPI1;JUND;BTK;MAP2K1;NFATC2;MAP3K7;SYK;LCP2;NCF4;FCGR1A;CTSK;PIK3CD;CSF1R;LCK;PPARG;FOS;NCF2;GAB2;OSCAR;IL1B;IFNGR2;NCF1;SIRPA;TNF;MITF;FCGR2B;PPP3R1;GRB2,30
Syrian hamster,3,Fc gamma R-mediated phagocytosis,26/73,0.00020130307753159476,0.005550542721758169,2.044533324217459,ARPC4;ARPC5L;MAP2K1;PTPRC;DOCK2;HCK;PRKCB;SYK;WAS;FCGR1A;RAC2;CFL1;PIK3CD;ARPC5;PRKCD;LAT;ARPC2;ARPC3;GAB2;ARPC1B;NCF1;FCGR2B;PRKCA;VAV1;ARF6;INPP5D,26
Syrian hamster,3,Leishmaniasis,17/40,0.00022983388638687515,0.005573471744881722,2.445106333995223,MAPK14;IRAK4;NFKB1;C3;IFNGR2;NCF4;NCF1;ITGB2;TNF;FOS;PTPN6;FCGR1A;NCF2;ITGAM;MAP3K7;IL1B;PRKCB,17
Syrian hamster,3,Vibrio cholerae infection,16/37,0.0002750333994160938,0.0061565168638525606,2.4890382695507487,ATP6V1A;ERO1A;ATP6V1B2;SEC61A1;ACTB;TCIRG1;SEC61B;ATP6V0D1;PDIA4;SEC61G;PRKCA;ATP6V0B;ATP6V1F;ATP6V1D;ATP6V1C1;ARF1,16
Syrian hamster,3,Non-alcoholic fatty liver disease (NAFLD),30/97,0.0010781999139505137,0.017430898608866638,1.7736303110169418,NFKB1;SREBF1;EIF2S1;NDUFA10;CEBPA;PRKAG1;GSK3A;NDUFC1;NDUFS2;IL6R;SDHC;NDUFS3;PIK3CD;NDUFV3;NDUFA2;NDUFS8;MLX;MAP3K5;NDUFA3;COX1;IL1B;SDHA;NDUFB9;NDUFB3;NDUFV2;CYTB;TNF;SDHD;NR1H3;NDUFB1,30
Syrian hamster,3,Glyoxylate and dicarboxylate metabolism,10/20,0.0010020374618178746,0.017430898608866638,2.8916869447116746,MDH2;ACO1;MMUT;CS;GLUL;ACSS1;CAT;ACAT1;MDH1;ACO2,10
Syrian hamster,3,Phagosome,28/88,0.0009578079875073686,0.017430898608866638,1.8253628915333837,ATP6V1B2;CORO1A;ATP6V0D1;ATP6V1F;ATP6V1C1;RAB5B;NCF4;TCIRG1;FCGR1A;ATP6V1A;SEC22B;SEC61A1;C3;SEC61B;TUBA4A;SEC61G;CTSS;NCF2;ACTB;NCF1;STX7;MARCO;ITGB2;FCGR2B;MRC1;ATP6V0B;ITGAM;ATP6V1D,28
Syrian hamster,3,Pentose phosphate pathway,9/17,0.0010693621224286997,0.017430898608866638,3.0638432782851464,GPI;PGM2;TKT;RPIA;G6PD;RPE;PGD;PGM1;TALDO1,9
Syrian hamster,3,Protein export,10/20,0.0010020374618178746,0.017430898608866638,2.8916869447116746,SEC11C;SPCS3;SRP72;SEC61A1;SRP19;SEC61B;SEC11A;SEC61G;SRP9;SPCS1,10
Syrian hamster,3,Alzheimer disease,33/111,0.001328237951885229,0.020343012842031664,1.704091720714289,NDUFA10;ATP5F1C;ATP5F1A;ATP5PB;ATP5F1E;ATP5F1B;APH1B;NDUFC1;NDUFS2;SDHC;NDUFS3;ATP5PO;NDUFV3;ATP5MC2;NDUFA2;NDUFS8;CAPN1;NDUFA3;LRP1;ITPR2;COX1;NCSTN;IL1B;SDHA;NDUFB3;NDUFV2;CYTB;TNF;PPP3R1;HSD17B10;SDHD;NDUFB9;NDUFB1,33
Syrian hamster,3,Reactive Oxygen Species Pathway,15/41,0.0032330722874275596,0.023093373481625424,2.1104210657061233,FTL;MGST1;NDUFS2;GPX4;GLRX2;LSP1;FES;CDKN2D;G6PD;TXNRD1;GSR;CAT;ATOX1;GLRX;LAMTOR5,15
Syrian hamster,3,Adipogenesis,38/144,0.006114643855518669,0.033970243641770384,1.5103438121180888,CCNG2;MDH2;AK2;TKT;ECHS1;LPCAT3;CS;PRDX3;ME1;RETN;IDH3G;ACO2;NMT1;GPX4;REEP5;SDHC;IDH1;NDUFS3;ATP5PO;SLC27A1;TANK;BCKDHA;C3;SCP2;PPARG;UCP2;ACADM;DNAJC15;IDH3A;PGM1;ESYT1;ACLY;ACOX1;HADH;CAT;SLC25A1;DRAM2;TALDO1,38
Syrian hamster,3,KRAS Signaling Up,30/107,0.005603476437015028,0.033970243641770384,1.6067353586801134,ERO1A;CCND2;TMEM176A;IKZF1;LCP1;CFH;ANKH;GPNMB;DOCK2;ST6GAL1;RETN;SATB1;LY96;TMEM176B;IL2RG;CFB;MAP3K1;GLRX;PIGR;CD37;TNFRSF1B;CTSS;GALNT3;IL1B;DUSP6;LAPTM5;ITGB2;IRF8;FCER1G;MAP4K1,30
Syrian hamster,3,Glycolysis,31/114,0.0079491712042938,0.03575493289383228,1.5577189827896225,ERO1A;MDH2;PGM2;GUSB;FKBP4;ME1;ME2;SDHC;G6PD;PGK1;IDH1;CITED2;HAX1;GLRX;NDUFV3;MXI1;PYGL;PGAM1;GNPDA1;RPE;PKM;B4GALT1;EGLN3;ENO1;CASP6;CD44;TPI1;MDH1;MIF;TALDO1;RBCK1,31
Syrian hamster,3,Pperoxisome,20/65,0.007360995076383679,0.03575493289383228,1.7693596904792834,FADS1;TSPO;DHCR24;SCGB1A1;CTBP1;ABCD1;PABPC1;HSD17B11;IDH1;FDPS;CLN8;SLC25A17;HSD17B4;SCP2;FIS1;PEX2;ACSL5;PRDX5;ACOX1;CAT,20
Syrian hamster,3,Xenobiotic Metabolism,28/101,0.008581183894519747,0.03575493289383228,1.5891235625298483,KARS1;TMEM97;ABHD6;ACO2;SPINT2;ACP1;NPC1;HES6;NMT1;TMEM176B;BLVRB;IDH1;HPRT1;CFB;PGD;BPHL;SLC46A3;SLC6A6;PSMB10;CASP6;ACOX1;MT2A;IRF8;HMOX1;GSR;CAT;SAR1B;DCXR,28
Syrian hamster,3,Huntington disease,34/120,0.0027607357038380415,0.038255909038898576,1.6232423843058772,NDUFA10;ATP5F1C;PPIF;ATP5F1A;POLR2K;ATP5PB;ATP5F1E;ATP5F1B;NDUFC1;NDUFS2;SDHC;POLR2G;IFT57;NDUFS3;ATP5PO;POLR2A;VDAC2;NDUFV3;ATP5MC2;NDUFA2;NDUFS8;PPARG;POLR2J;NDUFA3;COX1;SDHA;NDUFB3;NDUFV2;CYTB;SDHD;NDUFB9;CLTA;AP2S1;NDUFB1,34
Syrian hamster,3,Salmonella infection,19/56,0.002680272085078408,0.038255909038898576,1.9519161254341417,MAPK14;ARPC4;ARPC5L;NFKB1;PFN1;WAS;ARPC5;IL18;ARPC2;FOS;ARPC3;ARPC1B;CCL3;IL1B;CXCL2;ACTB;IFNGR2;RHOG;FLNA,19
Syrian hamster,3,Legionellosis,14/37,0.003067665192017203,0.04057684413077301,2.1844289354159745,SEC22B;NFKB1;IL1B;IL18;C3;EEF1A1;ITGB2;TNF;HSPA8;ITGAM;EEF1G;SAR1B;ARF1;CXCL2,14
Syrian hamster,3,Collecting duct acid secretion,8/16,0.003262264713738825,0.04127474050860861,2.905891085632893,ATP6V1A;ATP6V1B2;ATP6V1F;TCIRG1;SLC12A7;ATP6V0D1;ATP6V1D;ATP6V1C1,8
Syrian hamster,3,IL-6/JAK/STAT3 Signaling,17/56,0.014829652456237009,0.0570371248316808,1.7493863069084308,CD44;CD38;PIM1;BAK1;CSF3R;IFNGR2;LTB;HMOX1;TNF;IL2RG;PTPN2;TNFRSF1B;HAX1;IL17RA;GRB2;TNFRSF21;IL1B,17
Syrian hamster,3,Starch and sucrose metabolism,7/14,0.0059377047948857556,0.07199467063798978,2.916433777818335,GPI;PYGL;PGM2;GYG1;GAA;PGM1;HK3,7
Syrian hamster,3,PI3K/AKT/mTOR  Signaling,22/80,0.0202149107631691,0.07219610986846106,1.579430679867932,IRAK4;MKNK2;UBE2N;DAPP1;CSNK2B;PFN1;MAP3K7;PRKCB;PRKAG1;IL2RG;CFL1;UBE2D3;ARF1;GRK2;LCK;SLA;ITPR2;RPS6KA1;ARPC3;ACTR3;PPP1CA;GRB2,22
Syrian hamster,3,Fc epsilon RI signaling pathway,15/44,0.006916004560234414,0.08050229308112858,1.9674504807135411,MAPK14;LCP2;LAT;GRB2;BTK;INPP5D;TNF;MAP2K1;FCER1G;PRKCA;RAC2;VAV1;PIK3CD;GAB2;SYK,15
Syrian hamster,3,Glycolysis / Gluconeogenesis,12/33,0.008574012432077395,0.09186462012628865,2.1061717631556784,GPI;TPI1;PDHB;PGM2;PGAM1;PGK1;PKM;MINPP1;ACSS1;PGM1;HK3;ENO1,12
Syrian hamster,3,Chemokine signaling pathway,30/110,0.008547242093980691,0.09186462012628865,1.5625572830615413,NFKB1;GNGT2;MAP2K1;JAK3;GNG2;DOCK2;CCL8;HCK;PRKCB;ARRB2;GSK3A;GNAI2;ADCY7;WAS;RAC2;PIK3CD;GRK2;PRKCD;FGR;GRK6;RAP1B;PTK2B;CCL3;CXCL2;NCF1;PIK3CG;RASGRP2;VAV1;GRB2;PREX1,30
Syrian hamster,3,Retrograde endocannabinoid signaling,23/79,0.008839207434831898,0.09186462012628865,1.6716922255235307,MAPK14;NDUFA10;GNGT2;ABHD6;GNG2;PRKCB;GNAI2;NDUFC1;NDUFS2;ADCY7;NDUFS3;NDUFV3;ND1;NDUFA2;NDUFS8;NDUFA3;ITPR2;NDUFB3;NDUFV2;PRKCA;ND4;NDUFB9;NDUFB1,23
Syrian hamster,3,Inflammatory Response,28/112,0.03354762439875775,0.10483632624611795,1.4318729732751874,ADGRE1;NFKB1;CSF3R;CD48;EMP3;OSM;ABI1;NAMPT;GPR183;LCP2;GNA15;CD82;AXL;LCK;IL18;FPR1;PTPRE;SLC7A2;SELL;TNFRSF1B;IL1B;PTGER4;IFNGR2;MARCO;RHOG;RGS1;P2RX4;SGMS2,28
Syrian hamster,3,DNA Repair,27/107,0.03262484737699062,0.10483632624611795,1.4457819114517148,TAF10;RFC5;SUPT4H1;POLD4;POLR2K;NT5C3A;IMPDH2;NUDT21;HCLS1;GPX4;VPS28;NCBP2;POLR2G;HPRT1;NT5C;POLR2A;ARL6IP1;TMED2;SEC61A1;DUT;DGUOK;POLR2J;SF3A3;GTF2B;APRT;RPA3;TAF12,27
Syrian hamster,3,Porphyrin and chlorophyll metabolism,6/12,0.010895475639303478,0.10933046244956247,2.9307371900826444,GUSB;ALAD;BLVRB;BLVRA;HMOX1;HMBS,6
Syrian hamster,3,Leukocyte transendothelial migration,21/72,0.011771053361625266,0.11417921760776509,1.6762351044844856,MAPK14;EZR;ACTN1;PRKCB;GNAI2;NCF4;RAC2;PIK3CD;RASSF5;ITGAL;RAP1B;PTK2B;THY1;NCF2;RHOH;ACTB;NCF1;ITGB2;PRKCA;ITGAM;VAV1,21
Syrian hamster,3,Hypoxia,30/124,0.04285095587572037,0.12603222316388343,1.3845438859907213,ERO1A;CCNG2;PGM2;ANXA2;PGK1;BHLHE40;CITED2;MAP3K1;GLRX;PLAC8;GPI;MXI1;SLC6A6;FOS;TPD52;PGM1;PIM1;ENO1;TES;CASP6;PRDX5;TPI1;MT2A;GAA;HMOX1;HEXA;PRKCA;SLC25A1;MIF;BTG1,30
Syrian hamster,3,Cholesterol Homeostasis,15/54,0.04570981023618876,0.12697169510052433,1.604558781802705,LGALS3;S100A11;TP53INP1;SQLE;GUSB;PPARG;FABP5;TMEM97;FDPS;ALCAM;ETHE1;FASN;SREBF2;NIBAN1;LGMN,15
Syrian hamster,3,Pathogenic Escherichia coli infection,14/43,0.013808154158332534,0.12961847935725057,1.8817990473025368,EZR;ARPC5L;ARPC4;HCLS1;LY96;ARPC2;ACTB;WAS;PRKCA;TUBA4A;YWHAZ;ARPC3;ARPC1B;ARPC5,14
Syrian hamster,3,Hematopoietic cell lineage,14/44,0.017024490637444992,0.1423442100257074,1.8392948495337955,CD44;CD38;CSF3R;IL6R;CD3D;CD37;TNF;CD3G;CD3E;CD2;FCGR1A;ITGAM;CSF1R;IL1B,14
Syrian hamster,3,Tuberculosis,28/106,0.01672890575681042,0.1423442100257074,1.5136191182654464,MAPK14;IRAK4;NFKB1;CTSD;CORO1A;SYK;RAB5B;TCIRG1;CLEC4E;ITGAX;FCGR1A;IL18;C3;LSP1;CTSS;TLR9;IL1B;CD74;IFNGR2;ITGB2;TNF;FCER1G;FCGR2B;PPP3R1;MRC1;ATP6V0B;ATP6V0D1;ITGAM,28
Syrian hamster,3,Pyruvate metabolism,9/24,0.017609592992871022,0.1423442100257074,2.1866613488721094,MDH2;FH;PDHB;PKM;ACSS1;MDH1;ACAT1;ME1;ME2,9
Syrian hamster,3,Pertussis,14/44,0.017024490637444992,0.1423442100257074,1.8392948495337955,MAPK14;IRAK4;GNAI2;NFKB1;C3;LY96;ITGB2;IRF8;IRF3;TNF;FOS;ITGAM;CFL1;IL1B,14
Syrian hamster,3,Nicotinate and nicotinamide metabolism,6/13,0.017232945591605275,0.1423442100257074,2.71332721150903,CD38;NADK;BST1;NT5C;NT5C3A;NAMPT,6
Syrian hamster,3,Butanoate metabolism,5/10,0.020213199412259932,0.15897408186399029,2.9509493919801155,BDH1;OXCT1;ECHS1;HADH;ACAT1,5
Syrian hamster,3,Propanoate metabolism,8/21,0.022440962165733692,0.17185052605864484,2.228793792291171,BCKDHA;MMUT;ECHS1;ACADM;SUCLG2;SUCLA2;ACSS1;ACAT1,8
Syrian hamster,3,Sphingolipid metabolism,10/29,0.023431536754100552,0.17483531270367336,2.0073538086436744,UGCG;ACER3;ASAH1;SGPL1;GBA;DEGS1;CERK;SGMS2;CERS5;CERS2,10
Syrian hamster,3,Cholesterol metabolism,8/22,0.029908426446189615,0.21758380239602942,2.1294861892677184,NPC1;SORT1;TSPO;NPC2;SOAT1;LIPA;LRP1;VDAC2,8
Syrian hamster,3,UV Response Up,25/107,0.08512896173590181,0.2240235835155311,1.3388388442942674,STIP1;PPIF;FKBP4;ATP6V1F;ATP6V1C1;ARRB2;SELENOW;CREG1;GRINA;NR4A1;PRKCD;PPT1;NXF1;CDC34;TUBA4A;FOS;CCND3;MARK2;CXCL2;BAK1;EIF2S3;HMOX1;AQP3;AP2S1;BTG1,25
Syrian hamster,3,Other glycan degradation,5/11,0.03172297933581945,0.2251557801639868,2.6940291004151047,HEXB;GBA;HEXA;FUCA2;MANBA,5
Syrian hamster,3,Th1 and Th2 cell differentiation,15/53,0.039231316383054965,0.23783985557227072,1.634743231525195,MAPK14;LAT;LCK;NFKB1;IFNGR2;CD3D;CD3G;STAT6;NFATC2;IL2RG;FOS;CD3E;PPP3R1;JAK3;NOTCH2,15
Syrian hamster,3,Ferroptosis,9/27,0.03829161102157116,0.23783985557227072,1.9474299135776447,FTL;GPX4;PCBP2;LPCAT3;HMOX1;NCOA4;VDAC2;SAT1;ACSL5,9
Syrian hamster,3,Fatty acid degradation,8/23,0.038918266208517446,0.23783985557227072,2.038630297139879,ACOX1;ECHS1;ACADM;HADH;ECI1;GCDH;ACAT1;ACSL5,8
Syrian hamster,3,Antigen processing and presentation,10/31,0.037077732941834356,0.23783985557227072,1.8794608330571207,PSME2;CD74;PSME3;HSPA8;CTSB;IFI30;TNF;PSME1;CTSS;LGMN,10
Syrian hamster,3,Viral protein interaction with cytokine and cytokine receptor,11/35,0.03552299827101318,0.23783985557227072,1.8268703431200803,CSF1R;IL18;IL6R;TNFRSF14;TNF;IL2RG;TNFRSF1B;TNFSF14;CCL8;CCL3;CXCL2,11
Syrian hamster,3,Shigellosis,15/53,0.039231316383054965,0.23783985557227072,1.634743231525195,MAPK14;ARPC5L;ARPC4;NFKB1;HCLS1;CD44;ACTB;ARPC2;RHOG;UBE2D2;WAS;ARPC3;ARPC1B;PFN1;ARPC5,15
Syrian hamster,3,African trypanosomiasis,6/15,0.036544113846483345,0.23783985557227072,2.362665955745135,IL18;TNF;PRKCA;TLR9;IL1B;PRKCB,6
Syrian hamster,3,Synthesis and degradation of ketone bodies,3/5,0.042257239955834226,0.2509562617785257,3.5824060466092797,BDH1;ACAT1;OXCT1,3
Syrian hamster,3,Spliceosome,28/115,0.04571070404097868,0.2660362975184959,1.394184815519938,LSM7;HNRNPC;HSPA8;PQBP1;PPIE;PPIL1;SRSF4;SF3B3;RBM17;THOC3;SNRNP40;SRSF5;NCBP2;SNRPE;SNRPB2;SNRPG;LSM4;SNRPC;SNU13;SF3A3;LSM6;SF3B4;RP9;SNRPF;SF3B6;SLU7;LSM3;PPIH,28
Syrian hamster,3,Interferon Gamma Response,30/136,0.11645800397349022,0.29114500993372555,1.2610243859823973,EPSTI1;IRF5;NFKB1;PSME2;MTHFD2;CFH;PSME1;NAMPT;LCP2;MX2;CD38;SLAMF7;CFB;FCGR1A;PTPN6;FPR1;PSMB10;IFI30;PTPN2;LGALS3BP;FGL2;PIM1;MT2A;CD74;ITGB7;IRF8;ST3GAL5;MARCHF1;BTG1;RBCK1,30
Syrian hamster,3,B cell receptor signaling pathway,17/64,0.051599523471452614,0.29442081039593554,1.5309625774742053,NFKB1;PRKCB;BTK;DAPP1;INPP5D;MAP2K1;FCGR2B;NFATC2;FOS;PIK3AP1;PTPN6;RAC2;PPP3R1;PIK3CD;GRB2;VAV1;SYK,17
Syrian hamster,3,Bile Acid Metabolism,12/48,0.13231267217071016,0.30231090369584634,1.452212234954373,NPC1;LCK;PRDX5;HSD17B4;ABCD1;SCP2;FADS1;HSD17B11;DHCR24;IDH1;CAT;ACSL5,12
Syrian hamster,3,TNF-alpha Signaling via NF-kB,33/154,0.13906301570008933,0.30231090369584634,1.223537344274045,NFKB1;CD80;SLC16A6;B4GALT5;PANX1;SAT1;NAMPT;PLEK;GPR183;TGIF1;BHLHE40;NR4A1;TANK;MCL1;IL18;TNFAIP8;PHLDA1;TNIP1;PTPRE;BCL2A1;FOS;PMEPA1;B4GALT1;LITAF;IL1B;CXCL2;IER5;PTGER4;DUSP5;CD44;IFNGR2;TNF;BTG1,33
Syrian hamster,3,Apoptosis,26/118,0.13760196949022674,0.30231090369584634,1.2613856907604124,CCND2;TSPO;ANKH;SATB1;SAT1;CD38;GPX4;GNA15;IGF2R;CDC25B;VDAC2;HMGB2;MCL1;PPT1;IL18;CD2;DAP3;DIABLO;IL1B;CASP6;CD44;LGALS3;HMOX1;TNF;GSR;PPP3R1,26
Syrian hamster,3,"Valine, leucine and isoleucine degradation",9/29,0.0587969453621398,0.31685020556264226,1.8149740906462462,BCKDHA;AUH;OXCT1;MMUT;ECHS1;ACADM;HADH;ACAT1;HSD17B10,9
Syrian hamster,3,T cell receptor signaling pathway,20/79,0.05808489383536429,0.31685020556264226,1.4553652184679438,MAPK14;NFKB1;MAP2K1;NFATC2;PTPRC;MAP3K7;LCP2;CD3D;CD3G;PTPN6;PIK3CD;LAT;LCK;FOS;GRAP2;TNF;CD3E;PPP3R1;VAV1;GRB2,20
Syrian hamster,3,Amino sugar and nucleotide sugar metabolism,9/29,0.0587969453621398,0.31685020556264226,1.8149740906462462,GPI;NPL;PGM2;HEXB;GNPDA1;HEXA;NANS;HK3;PGM1,9
Syrian hamster,3,Endocytosis,39/173,0.06321113197176491,0.33444435279606527,1.2869767709123634,ARPC4;ARPC5L;SNX1;PSD4;HSPA8;WASHC5;EPN1;ARRB2;RAB5B;VPS28;CAPZB;IGF2R;WAS;IL2RG;MVB12A;ARPC5;GIT2;ARF1;GRK2;WIPF1;GRK6;ARPC2;WASHC3;ACAP1;ARF3;CYTH4;ARPC1B;ARPC3;SNX5;AGAP3;SMAP2;SH3KBP1;CAPZA1;IQSEC1;CLTA;AP2S1;ARF6;SNF8;SPG21,39
Syrian hamster,3,Biosynthesis of unsaturated fatty acids,5/13,0.06495403150226643,0.3375289851278488,2.294375313536199,HSD17B4;SCP2;ACOX1;FADS1;HACD4,5
Syrian hamster,3,Th17 cell differentiation,17/66,0.06655320429184584,0.3375425195995783,1.484568063515432,MAPK14;LAT;LCK;NFKB1;IFNGR2;IL6R;CD3D;CD3G;STAT6;NFATC2;IL2RG;FOS;CD3E;PPP3R1;JAK3;RUNX1;IL1B,17
Syrian hamster,3,Inflammatory mediator regulation of TRP channels,12/43,0.06727651593393658,0.3375425195995783,1.620086903113329,MAPK14;PTGER4;PPP1CA;TRPV2;ADCY7;PPP1CB;ITPR2;PRKCA;PIK3CD;IL1B;PRKCB;PRKCD,12
Syrian hamster,3,PPAR signaling pathway,9/30,0.07126502019659844,0.3456353479535025,1.7552603999804517,SCP2;ACOX1;PPARG;FABP5;ACADM;ME1;NR1H3;SLC27A1;ACSL5,9
Syrian hamster,3,Apoptosis,24/100,0.07010791912633196,0.3456353479535025,1.3761520267514884,NFKB1;EIF2S1;CTSD;MAP2K1;CTSB;BECN1;CTSH;CTSK;PIK3CD;MCL1;CTSC;BCL2A1;CAPN1;MAP3K5;TUBA4A;FOS;ITPR2;CTSS;DIABLO;CASP6;LMNB1;BAK1;ACTB;TNF,24
Syrian hamster,3,Toll-like receptor signaling pathway,16/62,0.07250909672943079,0.3459040516108911,1.4890302828618969,MAPK14;IRAK4;IRF5;NFKB1;LY96;IRF3;TNF;MAP2K1;FOS;CTSK;TLR9;PIK3CD;CCL3;MAP3K7;IL1B;CD80,16
Syrian hamster,3,Cytokine-cytokine receptor interaction,21/86,0.07395465002065416,0.3471097283227477,1.4026132185627298,CSF3R;TNFRSF14;OSM;CCL8;TNFRSF21;IL6R;IL2RG;TNFSF13B;CSF1R;IL18;LTB;TNFRSF1B;TNFSF14;CCL3;IL1B;CXCL2;IFNGR2;TNF;IL17RA;IL16;IL1RN,21
Syrian hamster,3,Androgen Response,16/70,0.1680643779636378,0.35013412075757877,1.3188161574680497,SPCS3;TNFAIP8;FADS1;SRP19;DHCR24;NCOA4;ANKH;PMEPA1;B4GALT1;PTK2B;TPD52;GSR;INSIG1;SAT1;ACTN1;CCND3,16
Syrian hamster,3,Glutathione metabolism,8/26,0.07608171239886459,0.3514250525090412,1.807204911531231,MGST1;ODC1;GPX4;GSTP1;G6PD;IDH1;GSR;PGD,8
Syrian hamster,3,Synaptic vesicle cycle,10/35,0.07885382602698304,0.3585384902164385,1.6669063102512989,ATP6V1A;ATP6V1B2;TCIRG1;ATP6V0D1;ATP6V0B;ATP6V1F;ATP6V1D;CLTA;AP2S1;ATP6V1C1,10
Syrian hamster,3,Proteasome,11/40,0.0850504217283758,0.364822971001905,1.6003890014945847,PSME2;PSMA4;PSMB10;PSMB1;PSMC6;PSME3;PSMD8;PSME1;PSMB3;PSMD2;PSMB4,11
Syrian hamster,3,Morphine addiction,9/31,0.08525072861900186,0.364822971001905,1.6993380547537553,ARRB2;GNAI2;GRK6;ADCY7;GNGT2;PRKCA;GNG2;PRKCB;GRK2,9
Syrian hamster,3,Steroid biosynthesis,4/10,0.08502983324863275,0.364822971001905,2.4128189407159364,LIPA;DHCR24;SQLE;SOAT1,4
Syrian hamster,3,Measles,22/92,0.08293487999045276,0.364822971001905,1.3725810675359622,IRAK4;CCND2;NFKB1;EIF2S1;RACK1;HSPA8;JAK3;CSNK2B;MAP3K7;CD3D;CD3G;IL2RG;PIK3CD;EIF3H;IRF3;FOS;TLR9;IL1B;BAK1;FCGR2B;CD3E;CCND3,22
Syrian hamster,3,Tryptophan metabolism,5/14,0.08675939556511181,0.3658983204267759,2.1358919152911158,ECHS1;HADH;GCDH;CAT;ACAT1,5
Syrian hamster,3,Inflammatory bowel disease (IBD),7/23,0.09894498198773595,0.41132842512044515,1.7976013682336132,NFKB1;IL18;IFNGR2;TNF;STAT6;IL2RG;IL1B,7
Syrian hamster,3,Protein Secretion,19/88,0.20903655226664147,0.41807310453328295,1.2414364110070588,AP3S1;CLN5;IGF2R;TMED2;ARF1;SEC22B;PPT1;CTSC;GOSR2;SEC31A;TPD52;COPE;TMX1;SNAP23;STX7;ERGIC3;CLTA;AP2S1;AP3B1,19
